# Created on 2018-12-12 16:17:53 
# Sources: d:\gpsother\tec-suite\in\2015\abcd0770.15d.Z, d:\gpsother\tec-suite\in\2015\brdc0770.15n.Z
# Satellite: G12
# Interval: 30.0
# Sampling interval: 0.0 (not used).
# Site: abcd
# Position (L, B, H): 253.601641965, 52.1962622634, 578.574894483
# Position (X, Y, Z): -1106129.71, -3758704.03, 5016675.77
# datetime format: %Y-%m-%dT%H:%M:%S
# Columns: tsn, hour, el, az, validity, tec.l1l2
# (I11,1X,F14.11,1X,F10.5,1X,F11.5,1X,I7,1X,F21.3)
        493  4.10833333333    5.32278   291.18253       0                28.724
        494  4.11666666667    5.50884   291.28081       0                28.736
        495  4.12500000000    5.69510   291.37883       0                28.744
        496  4.13333333333    5.88156   291.47659       0                28.926
        497  4.14166666667    6.06822   291.57409       0                29.131
        498  4.15000000000    6.25508   291.67133       0                29.190
        499  4.15833333333    6.44215   291.76831       0                29.113
        500  4.16666666667    6.62941   291.86502       0                29.043
        501  4.17500000000    6.81688   291.96146       0                29.084
        502  4.18333333333    7.00455   292.05763       0                29.073
        503  4.19166666667    7.19242   292.15353       0                28.828
        504  4.20000000000    7.38049   292.24916       0                29.012
        505  4.20833333333    7.56877   292.34451       0                29.241
        506  4.21666666667    7.75725   292.43958       0                29.555
        507  4.22500000000    7.94594   292.53437       0                29.461
        508  4.23333333333    8.13483   292.62888       0                29.409
        509  4.24166666667    8.32393   292.72310       0                29.605
        510  4.25000000000    8.51323   292.81704       0                29.736
        511  4.25833333333    8.70274   292.91068       0                29.672
        512  4.26666666667    8.89246   293.00404       0                29.744
        513  4.27500000000    9.08238   293.09710       0                29.911
        514  4.28333333333    9.27251   293.18986       0                29.865
        515  4.29166666667    9.46285   293.28233       0                29.882
        516  4.30000000000    9.65339   293.37450       0                29.948
        517  4.30833333333    9.84414   293.46636       0                29.910
        518  4.31666666667   10.03510   293.55792       0                29.942
        519  4.32500000000   10.22627   293.64917       0                29.919
        520  4.33333333333   10.41765   293.74011       0                29.907
        521  4.34166666667   10.60924   293.83074       0                29.778
        522  4.35000000000   10.80104   293.92106       0                29.822
        523  4.35833333333   10.99304   294.01105       0                29.933
        524  4.36666666667   11.18526   294.10073       0                30.065
        525  4.37500000000   11.37769   294.19009       0                29.944
        526  4.38333333333   11.57033   294.27912       0                29.721
        527  4.39166666667   11.76318   294.36783       0                29.613
        528  4.40000000000   11.95624   294.45620       0                29.478
        529  4.40833333333   12.14952   294.54424       0                29.393
        530  4.41666666667   12.34300   294.63195       0                29.184
        531  4.42500000000   12.53670   294.71932       0                28.987
        532  4.43333333333   12.73061   294.80635       0                28.850
        533  4.44166666667   12.92473   294.89304       0                28.438
        534  4.45000000000   13.11907   294.97939       0                28.293
        535  4.45833333333   13.31361   295.06538       0                28.131
        536  4.46666666667   13.50838   295.15103       0                27.918
        537  4.47500000000   13.70335   295.23632       0                27.804
        538  4.48333333333   13.89854   295.32125       0                27.540
        539  4.49166666667   14.09394   295.40583       0                27.428
        540  4.50000000000   14.28956   295.49005       0                27.238
        541  4.50833333333   14.48539   295.57390       0                27.106
        542  4.51666666667   14.68144   295.65738       0                27.005
        543  4.52500000000   14.87770   295.74049       0                26.991
        544  4.53333333333   15.07417   295.82323       0                26.942
        545  4.54166666667   15.27086   295.90559       0                26.942
        546  4.55000000000   15.46777   295.98757       0                26.913
        547  4.55833333333   15.66489   296.06917       0                26.823
        548  4.56666666667   15.86222   296.15039       0                26.719
        549  4.57500000000   16.05977   296.23121       0                26.457
        550  4.58333333333   16.25754   296.31165       0                26.421
        551  4.59166666667   16.45552   296.39169       0                26.318
        552  4.60000000000   16.65372   296.47133       0                26.243
        553  4.60833333333   16.85213   296.55057       0                26.258
        554  4.61666666667   17.05076   296.62940       0                26.358
        555  4.62500000000   17.24961   296.70783       0                26.569
        556  4.63333333333   17.44867   296.78585       0                26.864
        557  4.64166666667   17.64794   296.86345       0                26.890
        558  4.65000000000   17.84744   296.94063       0                26.878
        559  4.65833333333   18.04715   297.01739       0                26.879
        560  4.66666666667   18.24707   297.09373       0                26.696
        561  4.67500000000   18.44721   297.16964       0                26.686
        562  4.68333333333   18.64757   297.24512       0                26.913
        563  4.69166666667   18.84814   297.32016       0                27.062
        564  4.70000000000   19.04893   297.39476       0                27.269
        565  4.70833333333   19.24994   297.46892       0                27.622
        566  4.71666666667   19.45116   297.54263       0                27.539
        567  4.72500000000   19.65260   297.61589       0                27.538
        568  4.73333333333   19.85425   297.68870       0                27.378
        569  4.74166666667   20.05612   297.76105       0                27.101
        570  4.75000000000   20.25820   297.83293       0                27.328
        571  4.75833333333   20.46050   297.90435       0                28.326
        572  4.76666666667   20.66301   297.97531       0                28.794
        573  4.77500000000   20.86574   298.04578       0                28.365
        574  4.78333333333   21.06869   298.11578       0                27.561
        575  4.79166666667   21.27184   298.18530       0                26.907
        576  4.80000000000   21.47522   298.25433       0                26.310
        577  4.80833333333   21.67881   298.32287       0                25.876
        578  4.81666666667   21.88261   298.39092       0                25.481
        579  4.82500000000   22.08662   298.45847       0                25.095
        580  4.83333333333   22.29085   298.52551       0                24.951
        581  4.84166666667   22.49530   298.59204       0                24.786
        582  4.85000000000   22.69995   298.65807       0                25.051
        583  4.85833333333   22.90482   298.72357       0                25.233
        584  4.86666666667   23.10991   298.78856       0                25.082
        585  4.87500000000   23.31520   298.85302       0                24.439
        586  4.88333333333   23.52071   298.91694       0                24.208
        587  4.89166666667   23.72642   298.98034       0                24.276
        588  4.90000000000   23.93235   299.04319       0                23.996
