ISTP 19.613548
LIST 24.444944
MKSM 26.755663
MOND 18.509928
NORI 24.504822
TORA 19.117512
TORB 17.628389
TORC 17.275881
UZUR 22.109236
ORDA 20.723040
SARM 18.683329
